"run";"random_seed";"IRR";"tick";"Meta: Case";"Meta: Scenario";"name";"region";"technologyID";"Loadfactor";"Capacity";"capex";"opex";"specificRRR";"myCompanyRRR";"myCompany";"LRMC";"ownrLRMC";"certpriceneeded";"certpriceneeded_ownRRR";"StartTick";"startyear";"endyear";"endtick";"myinvestmentdecisiontype";"status";"estimannualprod";"exougenousflagg"
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_177";"Sweden";2;0.31;400.0;7.24206534E8;16.6;0.06202866261747517;0.06565511934910621;"Company 85";68.50083131849317;66.74699337158617;63.54437137951525;Infinity;0;0;0;0;3;3;1086240.0;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_51";"Sweden";2;0.34;24.0;3.6214137E7;13.0;0.06202866261747517;0.06860525212089635;"Company 91";52.438604733468885;52.14822851933635;42.5288005902633;Infinity;0;0;0;0;3;3;71481.6;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_102";"Norway";2;0.33;24.0;3.5658872E7;17.1;0.06871873429234782;0.06750230026937512;"Company 169";59.66032720298873;56.41935846358132;53.17997477557496;Infinity;0;0;0;0;3;3;69379.2;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_46";"Sweden";2;0.41;32.0;4.7396282E7;11.3;0.06202866261747517;0.04579999226268896;"Company 139";43.40288036077456;36.87118864002804;30.7065974740669;Infinity;0;0;0;0;2;3;114931.2;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_97";"Norway";2;0.39;10.0;1.100644E7;14.4;0.06871873429234782;0.06750230026937512;"Company 169";41.07747994931543;39.04598996218423;29.32052223963649;Infinity;0;0;0;0;3;3;34164.0;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_215";"Sweden";2;0.34;57.0;9.0565798E7;14.5;0.06202866261747517;0.06587383899962193;"Company 181";56.028285919399075;54.70590491020157;47.225484370337604;Infinity;0;0;0;0;3;3;169768.80000000002;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_113";"Sweden";2;0.32;18.0;2.6272692E7;13.9;0.06202866261747517;0.07009129416809115;"Company 55";54.43364426031307;54.67935719563071;45.13907969333862;Infinity;0;0;0;0;3;3;50457.6;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_156";"Sweden";2;0.34;39.0;6.0895149E7;14.7;0.06202866261747517;0.045438044667807806;"Company 235";55.51057688938002;47.086722730851164;46.54812181969693;Infinity;0;0;0;0;3;3;116157.60000000002;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_217";"Sweden";2;0.34;99.0;1.56156726E8;13.3;0.06202866261747517;0.06993922624792716;"Company 13";54.52684911653786;0.0;43.44504787928339;0.0;0;0;0;0;1;0;294861.60000000003;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_109";"Sweden";2;0.34;18.0;2.638066E7;13.2;0.06202866261747517;0.04704657385894979;"Company 175";51.50608738416284;44.103318597794754;41.30870919989413;Infinity;0;0;0;0;1;3;53611.200000000004;0
